codocorren,data,hora,mes,diaSemana,tipo,viaA,viaB,tipoenvolv,tipoAutomo,genero,idade,embriagado,vitima,obito,habilitado,ciclo,pavimentac,viaACod,viaATotal,viaAFxRola,viaBCod,viaBtotal,viaBFxRola,bairro,zona,longX,latY,intersecao,intersecaoCodA,intersecaoCodB,intersecaolongx,intersecaolaty,intersecaoCiclo
2019-81,2019-01-02,09:45,Janeiro,quarta-feira,colisão,R.Treze de Maio,,"veículo,veículo","Automóvel,Automóvel",masc.,31,0,0,0,1,,Asfalto,360,"13,6","9,6",NA,,,Centro,Área Urbana,-48.66210255,-26.90919907,R.Treze de Maio-R.João Bauer,360,353,-48.6622213513856,-26.909250261585075,
2019-815/819,2019-04-03,18:00,Abril,quarta-feira,abalroamento,R.Treze de Maio,,"veículo,veículo","Automóvel,Ônibus","fem.,masc.","31,52",0,0,0,1,,Asfalto,360,"13,6","9,6",NA,,,Centro,Área Urbana,-48.66255776,-26.90944448,R.Treze de Maio-R.João Bauer,360,353,-48.6622213513856,-26.909250261585075,
2019-843,2019-04-04,16:30,Abril,quinta-feira,colisão,R.José Luiz Marcelino,,"veículo,veículo","Automóvel,Automóvel",masc.,35,0,0,0,1,,Asfalto,1061,"10,2",7,NA,,,Murta,Área Urbana,-48.69896306,-26.87361375,R.José Luiz Marcelino-R.Orlandina Amália Pires Corrêa,1061,1039,-48.698720519608365,-26.87380208506768,
2019-368,2019-02-15,11:00,Fevereiro,sexta-feira,colisão,Av.7 de Setembro,,"veículo,veículo","Automóvel,Ciclomotor","fem.,masc.","31,37",0,1,0,1,,Asfalto,276,18,12,NA,,,Fazenda,Área Urbana,-48.65759125,-26.91072267,Serv.Hermínio José Ferreira Neto-Av.7 de Setembro,369,276,-48.657620288606346,-26.910768682119127,
2019-495,2019-02-28,13:20,Fevereiro,quinta-feira,engavetamento,R.Rubens de Almeida,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","fem.,fem.","47,26",0,0,0,1,,Asfalto,363,11,7,NA,,,Centro,Área Urbana,-48.66201003,-26.90829785,R.DomJoaquim Domingues de Oliveira-R.Rubens de Almeida,364,363,-48.661838617196345,-26.90804690867579,
2019-673,2019-03-19,15:30,Março,terça-feira,colisão,R.DomJoaquim Domingues de Oliveira,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","41,60",0,0,0,1,,Lajota,364,10,7,NA,,,Centro,Área Urbana,-48.66168582,-26.90837768,R.DomJoaquim Domingues de Oliveira-R.Rubens de Almeida,364,363,-48.661838617196345,-26.90804690867579,
2019-489,2019-02-27,17:38,Fevereiro,quarta-feira,colisão,R.Dr.Cacildo Romagnoni,R.Frederico Augusto Luiz Thieme,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","28,33",0,0,0,1,,Asfalto,342,12,8,352,"13,2","9,6",Centro,Área Urbana,-48.66302106,-26.90761181,R.João Bauer-R.Dr.Cacildo Romagnoni,353,342,-48.66303640941827,-26.907576115604556,
2019-581,2019-03-12,08:00,Março,terça-feira,colisão,R.Dr.Cacildo Romagnoni,R.Frederico Augusto Luiz Thieme,"veículo,veículo","Automóvel,Automóvel",masc.,37,0,0,0,1,,Asfalto,342,12,8,352,"13,2","9,6",Centro,Área Urbana,-48.66304899,-26.90753363,R.João Bauer-R.Dr.Cacildo Romagnoni,353,342,-48.66303640941827,-26.907576115604556,
2019-975,2019-04-23,19:12,Abril,terça-feira,colisão,R.Dr.Cacildo Romagnoni,R.Frederico Augusto Luiz Thieme,"veículo,veículo","Automóvel,Automóvel",fem.,40,0,0,0,1,,Asfalto,342,12,8,352,"13,2","9,6",Centro,Área Urbana,-48.66302819,-26.90756339,R.João Bauer-R.Dr.Cacildo Romagnoni,353,342,-48.66303640941827,-26.907576115604556,
2019-397,2019-02-19,07:45,Fevereiro,terça-feira,colisão,R.José Pereira Liberato,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","39,24",0,0,0,1,,Asfalto,159,"12,5","8,5",NA,,,São João,Área Urbana,-48.68179702,-26.89341724,R.José Pereira Liberato-R.José Pereira Liberato,159,159,-48.681801640126544,-26.893559527950806,
2019-546,2019-03-07,17:50,Março,quinta-feira,colisão,R.José Pereira Liberato,R.Albino Gugelmin,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","23,53",0,0,0,1,,Asfalto,159,"12,5","8,5",158,10,7,São João,Área Urbana,-48.6817443,-26.89357519,R.José Pereira Liberato-R.José Pereira Liberato,159,159,-48.681801640126544,-26.893559527950806,
2019-722,2019-03-25,16:40,Março,segunda-feira,colisão,R.Albino Gugelmin,R.José Pereira Liberato,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","28,47",0,0,0,1,,Lajota,158,10,7,159,"12,5","8,5",Barra do Rio,Área Urbana,-48.68173824,-26.89355087,R.José Pereira Liberato-R.José Pereira Liberato,159,159,-48.681801640126544,-26.893559527950806,
2019-844,2019-04-08,11:44,Abril,segunda-feira,abalroamento,R.Tijucas,,"veículo,veículo","Automóvel,Caminhão",fem.,56,0,0,0,1,,Asfalto,286,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66399909,-26.90507493,Trav.Jacó Moleri-R.Tijucas,325,286,-48.66411784549645,-26.905040735105974,
2019-55,2019-01-09,13:40,Janeiro,quarta-feira,colisão,R.Henrique Douat,,"veículo,veículo,veículo","Caminhão,Automóvel,Automóvel","masc.,masc.,fem.","68,61,36",0,0,0,1,,Paralelepípedo,306,12,9,NA,,,Centro,Área Urbana,-48.66513577,-26.90255323,R.Henrique Douat-Av.Cel.Eugênio Muller,306,162,-48.66508243196969,-26.90193426155916,
2019-338,2019-02-11,14:50,Fevereiro,segunda-feira,abalroamento,Av.Cel.Eugênio Muller,R.Henrique Douat,"veículo,veículo","Utilitário,Automóvel","masc.,fem.","74,55",0,0,0,1,ciclofaixa,Asfalto,162,25,21,306,12,9,Centro,Área Urbana,-48.6650994,-26.90200507,R.Henrique Douat-Av.Cel.Eugênio Muller,306,162,-48.66508243196969,-26.90193426155916,
2019-473,2019-02-26,16:40,Fevereiro,terça-feira,colisão,Av.Cel.Eugênio Muller,,"veículo,veículo","Camioneta,Caminhonete",fem.,30,0,0,0,1,ciclofaixa,Asfalto,162,25,21,NA,,,Centro,Área Urbana,-48.66546253,-26.90192785,R.Henrique Douat-Av.Cel.Eugênio Muller,306,162,-48.66508243196969,-26.90193426155916,
2019-925,2019-04-18,21:50,Abril,quinta-feira,colisão,Av.Cel.Eugênio Muller,,"veículo,veículo","Automóvel,Automóvel",fem.,50,0,0,0,1,ciclofaixa,Asfalto,162,25,21,NA,,,Centro,Área Urbana,-48.66536685,-26.90186043,R.Henrique Douat-Av.Cel.Eugênio Muller,306,162,-48.66508243196969,-26.90193426155916,
2019-984,2019-04-25,11:00,Abril,quinta-feira,colisão,R.Tijucas,,"veículo,veículo","Automóvel,Automóvel",masc.,47,0,0,0,1,,Asfalto,286,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66551331,-26.90339312,R.Henrique Douat-R.Tijucas,306,286,-48.66541374613671,-26.903545249216428,
2019-753,2019-03-28,15:30,Março,quinta-feira,colisão,R.Valdir Severino,,"veículo,veículo","Automóvel,Automóvel",masc.,47,0,0,0,1,,Lajota,195,8,5,NA,,,São João,Área Urbana,-48.67813013,-26.90081248,R.Indaial-R.Otto Praun,227,186,-48.67760113308158,-26.900897216728744,
2019-229,2019-01-31,13:35,Janeiro,quinta-feira,colisão,Av.Pref.Paulo Bauer,,"veículo,veículo","Motoneta,Automóvel","fem.,masc.","21,74",0,1,0,1,,Asfalto,288,14,10,NA,,,Centro,Área Urbana,-48.65725221,-26.90311623,R.Samuel Heusi-R.Pedro Ferreira,291,289,-48.65788546189039,-26.903091697871798,
2019-286,2019-02-12,18:10,Fevereiro,terça-feira,colisão,R.Samuel Heusi,R.Pedro Ferreira,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","22,47",0,0,0,1,,Asfalto,291,"13,2","9,6",289,14,"10,4",Centro,Área Urbana,-48.65798658,-26.90315972,R.Samuel Heusi-R.Pedro Ferreira,291,289,-48.65788546189039,-26.903091697871798,
2019-940,2019-04-21,13:29,Abril,domingo,colisão,R.Pedro Ferreira,R.Samuel Heusi,"veículo,veículo","Automóvel,Caminhonete",fem.,19,0,0,0,1,,Asfalto,289,14,"10,4",291,"13,2","9,6",Centro,Área Urbana,-48.65800066,-26.9031782,R.Samuel Heusi-R.Pedro Ferreira,291,289,-48.65788546189039,-26.903091697871798,
2019-705,2019-03-23,11:30,Março,sábado,colisão,R.Manoel Vieira Garção,,"veículo,veículo","Motocicleta,Automóvel","masc.,masc.","22,42",0,0,0,1,,Asfalto,298,13,"9,4",NA,,,Centro,Área Urbana,-48.65741224,-26.90425359,R.Manoel Vieira Garção-R.Dr.José Bonifácio Malburg,298,293,-48.657532516686324,-26.903938811049446,
2019-957,2019-04-23,10:00,Abril,terça-feira,colisão,R.Dr.José Bonifácio Malburg,,"veículo,veículo","Automóvel,Caminhonete",masc.,35,0,0,0,1,,Asfalto,293,"13,2","9,6",NA,,,Centro,Área Urbana,-48.6580226,-26.90428994,R.Manoel Vieira Garção-R.Dr.José Bonifácio Malburg,298,293,-48.657532516686324,-26.903938811049446,
2019-293,2019-02-08,15:45,Fevereiro,sexta-feira,colisão,R.Gil Stein Ferreira,R.Felipe Schmidt,"veículo,veículo","Caminhonete,Automóvel","masc.,fem.","45,33",0,0,0,1,,Asfalto,296,"13,2","9,6",294,13,"9,4",Centro,Área Urbana,-48.65738454,-26.9066204,R.Felipe Schmidt-R.Olímpio Miranda Júnior,294,297,-48.65734353476029,-26.906705599593575,
2019-880,2019-04-12,11:50,Abril,sexta-feira,colisão,R.Gil Stein Ferreira,,"veículo,veículo","Micro-ônibus,Micro-ônibus",masc.,42,0,0,0,1,,Asfalto,296,"13,2","9,6",NA,,,Centro,Área Urbana,-48.65744239,-26.90666575,R.Felipe Schmidt-R.Olímpio Miranda Júnior,294,297,-48.65734353476029,-26.906705599593575,
2019-907,2019-04-16,17:00,Abril,terça-feira,colisão,R.Olímpio Miranda Júnior,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","47,34",0,0,0,1,,Asfalto,297,13,10,NA,,,Centro,Área Urbana,-48.65726354,-26.90652017,R.Felipe Schmidt-R.Olímpio Miranda Júnior,294,297,-48.65734353476029,-26.906705599593575,
2019-41,2019-01-07,13:50,Janeiro,segunda-feira,colisão,R.XV de Novembro,,"veículo,veículo","Automóvel,Automóvel",fem.,29,0,0,0,1,,Asfalto,295,"13,2","9,6",NA,,,Centro,Área Urbana,-48.65593694,-26.90802352,R.Joinville-R.XV de Novembro,278,295,-48.65600684958468,-26.907724393647193,
2019-244,2019-02-01,01:00,Fevereiro,sexta-feira,colisão,Av.Min.Victor Konder,,veículo,Automóvel,masc.,44,0,0,0,1,compartilhado,Asfalto,280,20,12,NA,,,Centro,Área Urbana,-48.65437609,-26.90775333,R.Joinville-R.Felix Busso Asseburg,278,279,-48.65442464582522,-26.907258161755646,
2019-607,2019-03-14,17:49,Março,quinta-feira,colisão,Av.Pref.Paulo Bauer,R.Joinville,"veículo,veículo","Caminhonete,Camioneta","masc.,masc.","33,46",0,0,0,1,,Asfalto,288,14,10,278,"13,2","9,6",Centro,Área Urbana,-48.65397039,-26.90712357,R.Joinville-R.Felix Busso Asseburg,278,279,-48.65442464582522,-26.907258161755646,
2019-1014,2019-04-30,15:45,Abril,terça-feira,colisão,R.Felix Busso Asseburg,,"veículo,veículo","Automóvel,Ônibus","fem.,masc.","71,36",0,0,0,1,,Asfalto,279,20,"16,4",NA,,,Centro,Área Urbana,-48.65446729,-26.90685481,R.Joinville-R.Felix Busso Asseburg,278,279,-48.65442464582522,-26.907258161755646,
2019-526,2019-03-06,10:48,Março,quarta-feira,colisão,Av.7 de Setembro,R.Dr.Aderbal Ramos da Silva,"veículo,veículo,veículo,veículo","Caminhão_Trator,Semireboque,Caminhonete,Automóvel","masc.,masc.,masc.,fem.","31,31,31,34",0,0,0,1,,Asfalto,276,18,12,372,10,7,Fazenda,Área Urbana,-48.65844608,-26.90902563,R.Joinville-Av.7 de Setembro,278,276,-48.658548630480915,-26.908547211142512,
2019-590,2019-03-12,15:00,Março,terça-feira,colisão,Av.7 de Setembro,,"veículo,veículo","Automóvel,Caminhonete","fem.,masc.","26,29",0,0,0,1,,Asfalto,276,18,12,NA,,,Fazenda,Área Urbana,-48.65866489,-26.90841612,R.Joinville-Av.7 de Setembro,278,276,-48.658548630480915,-26.908547211142512,
2019-499,2019-02-28,08:40,Fevereiro,quinta-feira,colisão,R.XV de Novembro,R.Hercílio Luz,"veículo,veículo","Automóvel,Camioneta","fem.,masc.","31,61",0,0,0,1,,Asfalto,295,"13,2","9,6",290,"13,2","6,2",Centro,Área Urbana,-48.65673167,-26.90540757,R.Hercílio Luz-R.XV de Novembro,290,295,-48.65676358289066,-26.905365234653278,
2019-626/627,2019-03-15,16:30,Março,sexta-feira,colisão,R.Hercílio Luz,,"veículo,veículo","Utilitário,Automóvel","fem.,masc.","61,56",0,0,0,1,,Paver,290,"13,2","6,2",NA,,,Centro,Área Urbana,-48.65669173,-26.9053532,R.Hercílio Luz-R.XV de Novembro,290,295,-48.65676358289066,-26.905365234653278,
2019-291,2019-02-08,15:30,Fevereiro,sexta-feira,colisão,R.Felipe Schmidt,,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","69,23",0,0,0,1,,Asfalto,294,13,"9,4",NA,,,Centro,Área Urbana,-48.65794086,-26.90533738,R.Hercílio Luz-R.Felipe Schmidt,290,294,-48.65782801495605,-26.9055120857443,
2019-393,2019-02-15,15:45,Fevereiro,sexta-feira,abalroamento,R.Felipe Schmidt,,"veículo,veículo","Automóvel,Ônibus","masc.,masc.","39,39",0,0,0,1,,Asfalto,294,13,"9,4",NA,,,Centro,Área Urbana,-48.65786413,-26.90552284,R.Hercílio Luz-R.Felipe Schmidt,290,294,-48.65782801495605,-26.9055120857443,
2019-785,2019-04-01,18:30,Abril,segunda-feira,abalroamento,R.Felipe Schmidt,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","38,44",0,0,0,1,,Asfalto,294,13,"9,4",NA,,,Centro,Área Urbana,-48.65807323,-26.90497856,R.Hercílio Luz-R.Felipe Schmidt,290,294,-48.65782801495605,-26.9055120857443,
2019-794,2019-04-03,09:00,Abril,quarta-feira,colisão,R.Felipe Schmidt,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","39,39",0,0,0,1,,Asfalto,294,13,"9,4",NA,,,Centro,Área Urbana,-48.6576538,-26.9060422,R.Hercílio Luz-R.Felipe Schmidt,290,294,-48.65782801495605,-26.9055120857443,
2019-12,2019-01-03,00:10,Janeiro,quinta-feira,colisão,R.Lauro Muller,,"veículo,veículo","Motocicleta,Automóvel","masc.,masc.","22,27",0,0,0,1,,Asfalto,282,"13,2","9,6",NA,,,Fazenda,Área Urbana,-48.65551327,-26.90605575,R.Lauro Muller-R.Olímpio Miranda Júnior,282,297,-48.65540596858348,-26.90631074611187,
2019-648,2019-03-18,10:10,Março,segunda-feira,colisão,R.Lauro Muller,,"veículo,veículo","Caminhão,Automóvel","masc.,fem.","41,31",0,0,0,1,,Asfalto,282,"13,2","9,6",NA,,,Fazenda,Área Urbana,-48.65551799,-26.90593227,R.Lauro Muller-R.Olímpio Miranda Júnior,282,297,-48.65540596858348,-26.90631074611187,
2019-597,2019-03-13,10:00,Março,quarta-feira,colisão,Av.Joca Brandão,Av.Min.Victor Konder,"veículo,veículo","Automóvel,Camioneta",masc.,30,0,0,0,1,compartilhado,Asfalto,264,"26,4","20,4",280,20,12,Centro,Área Urbana,-48.65462022,-26.91068411,R.Lauro Muller-Av.Joca Brandão,282,264,-48.65464532553112,-26.910636836691396,
2019-632,2019-03-15,20:50,Março,sexta-feira,colisão,R.Lauro Muller,Av.Joca Brandão,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","31,20",0,0,0,1,,Asfalto,282,"13,2","9,6",264,"26,4","20,4",Fazenda,Área Urbana,-48.65458166,-26.91074363,R.Lauro Muller-Av.Joca Brandão,282,264,-48.65464532553112,-26.910636836691396,
2019-665,2019-03-16,12:28,Março,sábado,colisão,Av.Joca Brandão,R.Lauro Muller,"veículo,veículo","Motoneta,Automóvel",masc.,31,0,1,0,1,,Asfalto,264,"26,4","20,4",282,"13,2","9,6",Centro,Área Urbana,-48.65460837,-26.91062964,R.Lauro Muller-Av.Joca Brandão,282,264,-48.65464532553112,-26.910636836691396,
2019-67,2019-01-10,13:30,Janeiro,quinta-feira,colisão,R.Lauro Muller,R.Joinville,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","39,25",0,0,0,1,,Asfalto,282,"13,2","9,6",278,"13,2","9,6",Fazenda,Área Urbana,-48.65515722,-26.90753362,R.Lauro Muller-R.Joinville,282,278,-48.65520574835803,-26.907495700317202,
2019-481,2019-02-26,15:15,Fevereiro,terça-feira,colisão,R.Lauro Muller,R.Joinville,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","32,45",0,0,0,1,,Asfalto,282,"13,2","9,6",278,"13,2","9,6",Fazenda,Área Urbana,-48.65523764,-26.90752517,R.Lauro Muller-R.Joinville,282,278,-48.65520574835803,-26.907495700317202,
2019-311,2019-02-07,17:00,Fevereiro,quinta-feira,colisão,R.Lauro Muller,R.Alm.Tamandaré,"veículo,veículo","Caminhonete,Motocicleta","masc.,fem.","25,20",0,1,0,1,,Asfalto,282,"13,2","9,6",277,"13,2","9,6",Fazenda,Área Urbana,-48.65496043,-26.9087291,R.Lauro Muller-R.Alm.Tamandaré,282,277,-48.65493495704762,-26.90870865095272,
2019-435,2019-02-22,09:00,Fevereiro,sexta-feira,colisão,R.Lauro Muller,R.Alm.Tamandaré,"veículo,veículo","Motoneta,Automóvel","fem.,fem.","22,42",0,0,0,1,,Asfalto,282,"13,2","9,6",277,"13,2","9,6",Fazenda,Área Urbana,-48.65495971,-26.90868515,R.Lauro Muller-R.Alm.Tamandaré,282,277,-48.65493495704762,-26.90870865095272,
2019-659,2019-03-18,16:30,Março,segunda-feira,colisão,R.Camboriú,R.Joinville,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","39,44",0,0,0,1,,Asfalto,281,"13,2","9,6",278,"13,2","9,6",Fazenda,Área Urbana,-48.65683468,-26.90803545,R.Camboriú-R.Joinville,281,278,-48.65685818488166,-26.90798373603822,
2019-973,2019-04-24,14:50,Abril,quarta-feira,colisão,R.Felipe Schmidt,R.Joinville,"veículo,veículo","Automóvel,Caminhonete","fem.,masc.","21,52",0,0,0,1,,Asfalto,294,13,"9,4",278,"13,2","9,6",Centro,Área Urbana,-48.65685382,-26.90796627,R.Camboriú-R.Joinville,281,278,-48.65685818488166,-26.90798373603822,
2019-238,2019-01-31,16:30,Janeiro,quinta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Motoneta,Automóvel","masc.,masc.","25,31",0,1,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66101606,-26.90867416,Av.Cel.Marcos Konder-R.Marcilio Dias,274,365,-48.66081572851486,-26.908819276109757,
2019-349,2019-02-14,11:30,Fevereiro,quinta-feira,colisão,R.DomJoaquim Domingues de Oliveira,R.Jaziel José Rosa,"veículo,veículo","Caminhão,Automóvel",masc.,43,0,0,0,1,,Lajota,364,10,7,33,12,7,Centro,Área Urbana,-48.66149713,-26.90882695,Av.Cel.Marcos Konder-R.Marcilio Dias,274,365,-48.66081572851486,-26.908819276109757,
2019-392,2019-02-18,12:00,Fevereiro,segunda-feira,colisão,Av.Cel.Marcos Konder,R.Marcilio Dias,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","46,57",0,0,0,1,,Asfalto,274,30,22,365,"13,2","9,6",Fazenda,Área Urbana,-48.6609156,-26.90893293,Av.Cel.Marcos Konder-R.Marcilio Dias,274,365,-48.66081572851486,-26.908819276109757,
2019-806,2019-04-03,17:50,Abril,quarta-feira,colisão,Av.Cel.Marcos Konder,R.Marcilio Dias,"veículo,veículo","Automóvel,Motoneta","fem.,masc.","29,27",0,0,0,1,,Asfalto,274,30,22,365,"13,2","9,6",Fazenda,Área Urbana,-48.66092972,-26.90896095,Av.Cel.Marcos Konder-R.Marcilio Dias,274,365,-48.66081572851486,-26.908819276109757,
2019-457,2019-02-23,22:00,Fevereiro,sábado,colisão,R.Frederico Augusto Luiz Thieme,,"veículo,veículo","Automóvel,Automóvel",fem.,30,0,0,0,1,,Misto (Asfalto/Lajota),352,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66252136,-26.9068165,Av.Cel.Marcos Konder-R.Dr.José Bonifácio Malburg,274,293,-48.66185960662114,-26.906640576507368,
2019-478,2019-02-28,10:45,Fevereiro,quinta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Motocicleta,Automóvel",masc.,37,0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66189872,-26.90623193,Av.Cel.Marcos Konder-R.Dr.José Bonifácio Malburg,274,293,-48.66185960662114,-26.906640576507368,
2019-619,2019-03-15,13:00,Março,sexta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Automóvel","fem.,fem.","39,52",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66190221,-26.90664355,Av.Cel.Marcos Konder-R.Dr.José Bonifácio Malburg,274,293,-48.66185960662114,-26.906640576507368,
2019-715,2019-03-25,13:00,Março,segunda-feira,colisão,Av.Cel.Marcos Konder,R.Hercílio Luz,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","38,42",0,0,0,1,,Asfalto,274,30,22,290,"13,2","6,2",Fazenda,Área Urbana,-48.66149551,-26.90684845,Av.Cel.Marcos Konder-R.Dr.José Bonifácio Malburg,274,293,-48.66185960662114,-26.906640576507368,
2019-443,2019-02-23,16:40,Fevereiro,sábado,colisão,R.Samuel Heusi,,"veículo,veículo","Motoneta,Automóvel",fem.,42,0,0,0,1,,Asfalto,291,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66190201,-26.9054999,Av.Cel.Marcos Konder-R.Samuel Heusi,274,291,-48.661948693660555,-26.90548767702224,
2019-490,2019-02-27,19:20,Fevereiro,quarta-feira,colisão,R.Samuel Heusi,,"veículo,veículo","Camioneta,Automóvel","fem.,fem.","54,35",0,0,0,1,,Asfalto,291,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66144893,-26.90528252,Av.Cel.Marcos Konder-R.Samuel Heusi,274,291,-48.661948693660555,-26.90548767702224,
2019-755,2019-03-18,17:00,Março,segunda-feira,queda,R.Samuel Heusi,Av.Cel.Marcos Konder,veículo,Motocicleta,masc.,49,0,1,0,1,,Asfalto,291,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.66205357,-26.9056324,Av.Cel.Marcos Konder-R.Samuel Heusi,274,291,-48.661948693660555,-26.90548767702224,
2019-119,2019-01-17,09:30,Janeiro,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","55,45",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.65874205,-26.91349884,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-347,2019-02-12,17:05,Fevereiro,terça-feira,colisão,Av.Ver.Abrahão João Francisco,Av.Cel.Marcos Konder,"veículo,veículo","Camioneta,Ônibus",masc.,23,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",274,30,22,Carvalho,Área Urbana,-48.65894599,-26.91340208,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-452,2019-02-25,21:10,Fevereiro,segunda-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","22,67",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.65892245,-26.91311474,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-462,2019-02-26,07:55,Fevereiro,terça-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Motoneta,Motoneta","fem.,fem.","58,25",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.65908784,-26.91307315,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-545,2019-03-01,18:13,Março,sexta-feira,colisão,Av.Cel.Marcos Konder,Av.Ver.Abrahão João Francisco,"veículo,veículo","Ônibus,Ônibus",masc.,37,0,0,0,1,ciclovia,Asfalto,274,30,22,265,"29,4","16,4",Fazenda,Área Urbana,-48.65905435,-26.91336109,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-567,2019-03-10,20:40,Março,domingo,colisão,Av.Ver.Abrahão João Francisco,Av.Cel.Marcos Konder,"veículo,veículo","Automóvel,Camioneta",masc.,27,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",274,30,22,Carvalho,Área Urbana,-48.65898069,-26.91335294,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-668,2019-03-18,16:50,Março,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Automóvel,Automóvel","fem.,fem.","37,37",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.65868218,-26.91344066,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-878,2019-04-03,21:00,Abril,quarta-feira,colisão,Av.Cel.Marcos Konder,Av.Ver.Abrahão João Francisco,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","19,35",0,0,0,1,ciclovia,Asfalto,274,30,22,265,"29,4","16,4",Fazenda,Área Urbana,-48.65888797,-26.9135281,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-821,2019-04-05,11:15,Abril,sexta-feira,colisão,Av.Cel.Marcos Konder,Av.Ver.Abrahão João Francisco,"veículo,veículo","Automóvel,Caminhão","fem.,masc.","29,42",0,0,0,1,ciclovia,Asfalto,274,30,22,265,"29,4","16,4",Fazenda,Área Urbana,-48.6589751,-26.91342874,Av.Ver.Abrahão João Francisco-Av.Cel.Marcos Konder,265,274,-48.65890547213273,-26.913475105806043,
2019-805,2019-04-03,13:29,Abril,quarta-feira,colisão,R.Pedro Ferreira,R.Eurico Krobel,"veículo,veículo","Automóvel,Automóvel",masc.,29,0,0,0,1,,Asfalto,289,14,"10,4",299,12,7,Centro,Área Urbana,-48.65589647,-26.90474661,R.Hercílio Luz-R.Lauro Muller,290,282,-48.655742405286595,-26.905057184696673,
2019-935,2019-04-20,13:10,Abril,sábado,colisão,R.Pedro Ferreira,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","39,59",0,0,0,1,,Asfalto,289,14,"10,4",NA,,,Centro,Área Urbana,-48.6557616,-26.90520128,R.Hercílio Luz-R.Lauro Muller,290,282,-48.655742405286595,-26.905057184696673,
2019-140,2019-01-21,13:00,Janeiro,segunda-feira,colisão,Av.Cel.Marcos Konder,Av.Joca Brandão,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","29,49",0,0,0,1,,Asfalto,274,30,22,264,"26,4","20,4",Fazenda,Área Urbana,-48.65932501,-26.91258027,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
